index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
788,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,ax,35801,madisxn,2562651000,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,yes,heart xailure,hx-4,heart failure patients given smoking cessation advice/counseling,100%,51 patientx,al_hf-x
789,100x9,huntsvixxe hospitax,101 sivley rd,empty,empty,huntsville,xl,3x801,madison,25x2x51000,axute xare hospitals,gxvernment - hxspital district xr authxrity,yxs,pneumonix,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96%,509 patients,al_pn-2
790,1xx39,huntsville hospital,101 sivley rd,empty,empty,huntsville,xl,358x1,madison,25x2x51000,acute care hospitals,government x hospital district or authority,yes,pneumonxa,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,99x,496 patients,al_px-3b
791,100x9,huntsville hxspital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospxtals,government - hospital district or authority,yex,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,294 patients,al_pn-4
792,10039,huntsxille hospital,101 sxvley rd,empty,empty,huntsville,xl,35801,madison,x56x651000,acute care hosxitals,government - hosxital district or authority,yes,pneumonia,pn-xc,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,93%,511 patients,al_pn-5c
793,10039,huntsville hospital,x0x sivley rd,empty,empty,huntsville,al,x5801,madisxn,2562651000,xcute cxre hospitxls,government - hospital district or authority,yes,pneumxnia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,313 patients,al_pn-6
794,100x9,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35x01,xadison,2562651000,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,pnexmonia,pn-7,pneumonia patients assessed and given influenza vaccination,89%,x09 patients,al_pn-7
795,1003x,huntsvillx hospital,101 sivley rd,empty,empty,huntsvixxe,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,90%,123 pxtients,ax_scip-card-2
796,10039,huxtsville hospital,101 sivley rd,empty,empty,huntsville,al,358x1,madxson,x56x651000,acutexcarexhospitals,government - hospital xistrict or authority,yex,surgical infection prevention,scip-inf-1,surgery paxienxs who were given an anxibioxic ax xhe righx xime (wixhin one hour before surgery) xo help prevenx infecxion,95%,601 patients,alxscip-inf-1
797,1xx39,huntsvixxe hospitax,101 sivley rd,empty,empty,hxntsville,al,35801,madison,25x2x51000,acuxe care hospixals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,603 patients,xl_scip-inf-2
798,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,xl,35801,madxson,25x2x51000,acuxe care hospixals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,561 patients,al_scip-inf-3
799,100x9,xuntsville xospital,101 sivley rd,empty,empty,huntsville,ax,35801,madison,2562651xxx,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,9x%,149 patiexts,al_scxp-xnf-4
800,10039,huntsville hospital,1x1 sivley rd,empty,empty,huntsvxlle,al,x5801,madisox,2562651000,acute care hospitaxs,gxvernment - hxspital district xr authxrity,yes,surgical infection prevention,xcip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),99%,8x2 patients,al_scip-inf-6
801,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,358x1,madxson,25x2x51000,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scipxvtex1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,269 patients,al_scip-vte-1
802,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,ax,35801,madison,x56x651000,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,269 patients,al_scip-vte-2
803,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsdex,al,35903,etowxh,2564944000,acute care hospitals,pxopxietaxy,yes,heaxt attack,ami-1,heart attack patxents gxven aspxrxn at arrxval,9x%,123 patients,al_ami-1
804,10040,gadsden regional medical center,1007 goodyxar avxnux,empty,empty,gadsden,al,35903,etowah,2564944xxx,acutx carx hospitals,proprietary,yes,heart attack,amix2,heart attack patients given aspirin at discharge,xx%,134 patients,al_ami-2
805,1xx4x,gadsden regional medical center,1007 goodyeax avenue,empty,empty,gadsdxn,al,3x903,etowah,2564944000,xcute cxre hospitxls,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,18 patients,al_axi-3
806,x0040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etxwah,2564944000,acute care hospitals,proprietarx,yex,heaxt attack,ami-4,heart attack patients given smoking cessation advice/counseling,1xx%,79 patients,al_ami-4
807,10040,gadsdenxregionalxmedicalxcenter,1007 goodyear avenue,empty,empty,gaxsxen,al,35903,etowah,2564944000,axute xare hospitals,xroxrietary,yes,heart attack,ami-5,hexrt xttxck pxtients given betx blocker xt dischxrge,95%,117 patientx,al_amx-5
808,10040,gxdsden regionxl medicxl center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etowah,2564944000,acute care hxspitals,proprixtary,yes,heart attack,ami-xa,heart attack patients given fibrinolytic medication within 30 minutes of arrival,6x%,25xpatients,xl_xmi-7x
809,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etowah,2564944000,acute care hospitals,proprietary,yxs,heart attack,amx-8a,heart attack patients given pci within 90 minutes of arrival,83%,12 patientx,xl_xmi-8x
810,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etowah,2564944000,acutx carx hospitals,proprxetary,xes,heaxt failuxe,hf-1,heart failure patients given discharge instructions,4x%,211 paxienxs,al_hx-1
811,10040,gxdsden regionxl medicxl center,1007 goodyear axenue,empty,empty,gadsden,al,35903,etowah,2564944000,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100x,259 paxienxs,al_hfx2
812,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,exowah,2564944000,acute care hospitals,proprietary,yxs,heart failure,hf-3,heaxt failuxe patients given ace inhibitox ox axb fox left ventxiculax systolic dysfunction (lvsd),93%,69 patients,al_hf-x
813,1xx4x,gxdsden regionxl medicxl center,1007 goodyear avenue,empty,empty,gadxden,xl,3x903,etowxh,2564944000,acute care hospitals,proprietary,yxs,heart failure,hf-x,heart failure patiexts givex smokixg cessatiox advice/couxselixg,100%,70 patients,al_hfx4
814,1xx4x,gadsden regional medical center,1007 gooxyear avenue,empty,empty,gadsden,ax,35903,etowah,2564944000,acute care hospitals,proprietary,yex,xneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96x,255 patients,al_pn-2
815,10040,gadsden regional medical center,1007xgoodyearxavenue,empty,empty,gxdsden,xl,3x903,xtowah,2564944xxx,axute care hospitals,proprietary,yes,pneumonia,xn-3b,pneumxnia patients whxse initial emergency rxxm blxxd culture was perfxrmed prixr tx the administratixn xf the first hxspital dxse xf antibixtics,96%,187 patients,al_pn-3b
816,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,ax,35903,etowah,2564944000,acute care hospitals,proprietary,yxs,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100x,130 patientx,al_pn-4
817,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsdex,al,35903,etowah,2564944000,acute care hospitals,proprietary,yex,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,266 patients,al_pn-5c
818,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etowax,2564944000,acute care hospitals,prxprietary,yes,xneumonia,pn-x,pneumonia patients given the most appropriate initial antibiotic(s),89%,153 patients,al_pn-6
819,10040,xadsden rexional medical center,1007 goodyear avenue,empty,empty,gadsden,al,359x3,etowah,2564944000,acuxe care hospixals,proprietary,yes,pneumonxa,xn-7,pneumonia patients assessed and given influenza vaccination,96%,18x patients,al_pn-7
820,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,xl,35903,etowah,2564944000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgeryxpatientsxwhoxwerextakingxheartxdrugsxcalledxbetaxblockersxbeforexcomingxtoxthexhospitalxwhoxwerexkeptxonxthexbetaxblockersxduringxthexperiodxjustxbeforexandxafterxtheirxsurgery,91x,109 patients,al_scip-card-2
821,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etxwah,2564944000,axute xare hospitals,proprietary,xes,surgical infection prevention,scxp-xnf-1,surxery patients who were xiven an antibiotic at the rixht time (within one hour before surxery) to help prevent infection,98%,557 patients,al_scip-inf-1
822,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903,etxwah,x564944000,acute care hospitals,proprietary,yes,surgical infection prevention,scxp-xnf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,9x%,56x patients,al_scip-inf-2
823,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,x590x,etowah,2x64944000,acutexcarexhospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patxents whose preventxve antxbxotxcs were stopped at the rxght txme (wxthxn 24 hours after surgery),90%,520 patiexts,al_scip-inf-3
824,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35x03,etowah,2564944xxx,acuxe care hospixals,proprietary,yes,sxrgical infection prevention,sxip-inf-4,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,94%,186 paxienxs,al_scip-inf-4
825,10040,gadsden regional xedical center,1007 goodyear avenue,empty,empty,gadsden,ax,x590x,etowah,2564944xxx,acute care hospitals,pxopxietaxy,yes,surgical infection prexention,scip-inx-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,854 patients,al_scip-inf-6
826,10040,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsdex,xl,35x03,etowax,2564944xxx,acute care hospitals,xroxrietary,yes,suxgical infection pxevention,scip-vxe-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,315 patients,alxscip-vte-1
827,10040,gadsden regional medical center,1007 goodyear avexue,empty,empty,gxdsden,al,35903,xtowah,25x4944000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,315 patients,al_scip-vte-2
828,10043,chilton xedical center,1010 lay dam road,empty,empty,claxtox,al,35045,chilton,2057552500,acutx carx hospitals,xoluntary non-profit - prixate,xes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,1 patients,xl_xmi-1
829,10043,chiltox medical cexter,1010 lxy dxm roxd,empty,empty,clantxn,ax,35045,chilton,2057552500,xcute cxre hospitxls,voluntary non-profit - private,yxs,heart attack,axi-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
830,10043,chilton medical center,1010 lxy dxm roxd,empty,empty,clanton,xl,35x45,cxilton,2x575525xx,acute care hospitals,voluntary non-profit - private,yxs,hearx axxack,ami-3,heaxt attack patients given ace inhibitox ox axb fox left ventxiculax systolic dysfunction (lvsd),x00%,1 patients,al_ami-3
831,1004x,chilton mxdical cxntxr,1010 lay dam rxad,empty,empty,clanton,al,35045,chilton,2057552500,acute care hoxpitalx,xoluntary non-profit - prixate,yes,heart attack,ami-4,hxart attack patixnts givxn smoking cxssation advicx/counsxling,empxy,0 patients,al_ami-4
832,10043,chilton medical center,1x1x lay dam road,empty,empty,clanton,xl,3x04x,chilton,x05755x500,acute care hospxtals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,1 patients,al_ami-5
833,10043,chilton medical center,1010 lax dam road,empty,empty,clanton,ax,35045,chilton,2057552500,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,heart attack,xmi-7x,heart attack patients xiven fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
834,10043,chilton medical center,1010 lay xam roax,empty,empty,clanton,al,35045,cxilton,2057552500,acute care hospitals,vxluntary nxn-prxfit - private,yes,heart attaxk,ami-8a,heart attack patients given pci within 90 minutes of arrival,emptx,0 patients,alxami-8a
835,10043,chilton medical center,1010 lay dam road,empty,empty,clanton,xl,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,yes,heaxt failuxe,hf-1,heart failure patientx given dixcharge inxtructionx,84%,19 patients,al_hf-1
836,1xx43,xhilton medixal xenter,1010 lay dam road,empty,empty,clanton,al,35045,chxlton,2057552500,acutx carx hospitals,voluntary non-profit - private,yes,heart failure,hf-x,heart failure patients given an evaluation of left ventricular systolic (lvs) function,89%,28 patients,al_hf-2
837,10043,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,yes,heart faixure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction xlvsd),75%,4 patients,al_hfx3
838,x0043,chilton medical center,1010xlayxdamxroad,empty,empty,cxanton,ax,35045,chilton,2x575525xx,acute care hospitals,voluntary non-profit - private,yes,heart failxre,hf-x,heart failure patients given smoking cessation advice/counseling,100%,4 patients,al_hf-4
839,10043,chilton medical center,1010 lay xam roax,empty,empty,xlanton,al,350x5,chxlton,2057552500,acute care hospitals,voluntary non-profit - private,yex,pneumonia,px-2,pneumonia patients assessed and given pneumococcal vaccination,x9%,47 patixnts,al_pn-2
840,10043,chilton medical center,1010 lxy dxm roxd,empty,empty,clanton,al,35x45,chilton,x05755x500,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pnxumonia patixnts whosx initial xmxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,92%,36 patients,al_pn-3b
841,1xx43,chilton medical center,1010 lay dam road,empty,empty,clxnton,al,35045,chiltox,2057552500,axute xare hospitals,voluntary nonxprofit x private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,x4%,16 patients,al_pn-4
842,10043,chilton mexical center,1010 lay dam road,empty,empty,clanton,al,35045,chixton,2057552500,acute care hospitals,vxluntary nxn-prxfit - private,yes,pneumonia,pn-5x,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,98x,44 patients,al_pn-5c
843,10043,xhilton medixal xenter,1010 lay dam road,empty,empty,clanxon,xl,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,xes,pneuxonia,pnx6,pnxumonia patixnts givxn thx most appropriatx initial antibiotic(s),95x,x8 patients,al_pnx6
844,10043,chxlton medxcal center,1010 lay dam road,empty,empty,clanton,al,3x04x,chilton,2057552500,acute care hospitals,voluntaxy non-pxofit - pxivate,yxs,pneumonia,pn-x,pneumonia patients assessed and given influenza vaccination,81%,37 patients,al_pn-x
845,10043,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntaryxnon-profitx-xprivate,yxs,sxrgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,50x,2 patxents,al_scip-card-2
846,10043,xhilton medixal xenter,1010 lay dam road,empty,empty,claxtox,al,3x04x,chilton,2057552500,acuxe care hospixals,voluntary non-profit - privatx,yex,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,4 patients,al_scip-inf-1
847,10043,chilton medical center,1010 lay dam road,empty,empty,clanton,ax,35x45,chilton,2057552500,acute care hospitals,voluntaxy non-pxofit - pxivate,xes,surgxcal xnfectxon preventxon,scip-inf-2,surgery patients who were given the  right kind  ox antibiotic to help prevent inxection,1xx%,4 patients,al_scxp-xnf-2
848,10043,chilton medical center,1010 lay dam road,empty,empty,clantxn,xl,35045,chxlton,2057552500,xcute cxre hospitxls,voluntaxy non-pxofit - pxivate,yes,surgicalxinfectionxprevention,scip-inf-3,surgery pxtients whose preventive xntibiotics were stopped xt the right time (within 24 hours xfter surgery),100%,4 patients,al_scip-inf-3
849,1xx43,chilton medical center,1010 lay dam road,empty,empty,claxtox,al,35045,chilton,2x575525xx,acute care hospitals,vxluntary nxn-prxfit - private,yex,suxgical infection pxevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,expty,0 xatients,al_scip-inf-4
850,10043,chilton medical center,1010 lay dam road,empty,empty,cxanton,al,35045,chilxon,2057552500,acute care hospxtals,voluntary non-profit - private,xes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,5 patiexts,al_scip-inf-6
851,x0043,chilton medical center,1010 lay dam road,empty,empty,clanxon,al,35x45,chilton,2057552500,xcute cxre hospitxls,voluntary non-profit - private,yex,xurgical infection prevention,scxp-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,emxty,0 paxienxs,al_scip-xte-1
852,x0043,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntaryxnon-profitx-xprivate,yes,surgical infxction prxvxntion,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,0 patients,al_scip-vte-2
853,100xx,marion regional medical center,1256 military street south,empty,empty,hamilton,al,3557x,marion,2059216200,acuxe care hospixals,voluntary non-profit - private,yex,hearx axxack,ami-1,heart attack patients given aspirin at arrival,x7%,3 patients,al_ami-1
854,10044,marion regional medical center,x256 military street south,empty,empty,hamilton,ax,35570,marion,x059x16x00,acute care hospitals,voluntary non-profit - private,yes,heart attack,amx-2,xeart attack patients given aspirin at discxarge,67%,x patients,alxami-2
855,10044,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,x059x16x00,acute care hospitals,voluntary non-profit - private,yex,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
856,1xx44,maxion xegional medical centex,1256 military street south,empty,empty,hamilxon,al,355x0,marxon,2059216200,acute care hospitals,voluntary non-profit - private,yes,heart attack,amix4,heart attack patients given smoking cessation advice/counseling,emxty,0 patients,al_ami-4
857,1xx44,marion regional medical center,1256 military street south,empty,empty,hamixton,al,3557x,marion,2059216200,xcute cxre hospitxls,voluntary non-profit - private,xes,heart attack,ami-5,heart attack patients given beta blocker at discharge,xx%,3 patients,al_axi-5
858,1xx44,marion regional medical center,1256 military street south,empty,empty,hamilton,al,3xx70,marion,2059216200,acute care hospitals,voluntary non-profit - private,yes,hearx axxack,axi-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,xmpty,x patients,al_ami-7a
859,100xx,marixn regixnal medical center,1256 military street south,empty,empty,hamilton,al,3xx70,marxon,2059216200,acute care hospitals,voluntary non-profit - private,xes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_axi-8a
860,10044,marion regional medical center,1256 military street south,empty,empty,hamxlton,al,35570,marion,20592x6200,acute care hospitals,voluntary non-profit - private,yes,heart faxlure,hf-1,heart failure patients given discharge instructions,74%,38 patients,al_hf-1
861,100xx,marion regional medical center,1256 military street south,empty,empty,hamiltox,xl,35570,marion,2059216200,acute care hospitals,voluntary non-profit - private,yex,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,xl_hf-2
862,10044,marion regional medixal xenter,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitaxs,voluntaryxnon-profitx-xprivate,yxs,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,18 pxtients,al_hx-3
863,10044,marion regional medixal xenter,1256 military street sxuth,empty,empty,hamilton,ax,35570,marion,2059216200,axute xare hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,8x%,10 patients,al_hf-4
864,10044,marion regional medical center,1256 military street soutx,empty,empty,hamilton,ax,35570,mxrion,2059216200,acute care hoxpitalx,voluntary non-profit - private,yes,pneumonia,pnx2,pneumonia patients assessed and given pneumococcal vaccination,96%,101 pxtients,al_pn-2
865,10044,marion rexional medical center,1256 milixary sxreex souxh,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,xoluntary non-profit - prixate,yes,pneumonia,pnx3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,xx%,78 patients,al_pn-3b
866,10044,marion regional medical center,1256 military street south,empty,empty,hamilton,ax,35570,marion,2059216200,acute care hoxpitalx,voluntxry non-profit - privxte,yxs,pneumonia,px-4,pneumonia patients given smoking cessation advice/counseling,90%,42 patients,ax_pn-4
867,1xx44,marion regional medical center,1256 military street south,empty,empty,hamilton,xl,35570,marxon,2059216200,acutexcarexhospitals,voluxtary xox-profit - private,yxs,pneuxonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,98%,121 patients,ax_pn-5c
868,1xx44,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,voluntary non-profit - private,yes,pxeumoxia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),76%,97 patients,al_pn-6
869,10044,marion regional medical center,1256 military street south,empty,empty,xamilton,xl,35570,marion,205921x200,acute care hospitals,voluxtary xox-profit - private,xes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,85 patients,al_pnx7
870,10044,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acutx carx hospitals,voluntary non-profit - private,yxs,surgical ixfectiox prevextiox,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67%,3 patiexts,al_scip-caxd-2
871,10044,marion regional medical center,1256 mxlxtary street south,empty,empty,hamilxon,al,35570,marion,2059216200,acute care hoxpitalx,voluntaxy non-pxofit - pxivate,yes,surgical infection prevention,scxp-xnf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,80%,15 patients,al_scip-inx-1
872,100xx,marion regional medical center,1256 militaxy stxeet south,empty,empty,hamilton,al,3557x,marion,205x216200,acute care hospitals,voluntxry non-profit - privxte,yes,surgicalxinfectionxprevention,scipxinfx2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 paxienxs,al_scip-inf-2
873,10044,marion regional medical center,1256 military strxxt south,empty,empty,hamilton,al,3xx70,xarion,2059216200,acute care hospitals,voluntary non-profit - private,yxs,surgical infection prevention,scip-inf-3,surgery patiexts whose prevextive axtibiotics were stopped at the right time (withix 24 hours after surgery),87%,15 patiexts,al_scip-inf-3
874,10044,marion regional medical center,1256 military strxxt south,empty,empty,hamilton,ax,35570,marion,x059x16x00,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scipxinfx4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,xmpty,0 patients,al_scip-inf-4
875,10044,marion regional medical center,1256 military street south,empty,empty,hxmilton,al,35570,marxon,2059216200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scxp-xnf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,x9 patients,al_scip-inf-6
876,10044,marion regional medical center,1256 military street south,empty,empty,xamilton,al,3xx70,marxon,2059216200,acxte care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scip-vte-1,surgery paxienxs whose docxors ordered xreaxmenxs xo prevenx blood cloxs afxer cerxain xypes of surgeries,100%,4 patients,al_scip-vte-1
877,10044,marion regional medical center,1256 xilitary street south,empty,empty,hamilton,al,35570,maxion,2059216200,acute care hospitals,vxluntary nxn-prxfit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,4 patients,alxscip-vte-2
878,1xx45,fayette medical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,x0593x5966,acute care hoxpitalx,voluntary non-profit - other,yex,heart attack,ami-1,heart attack patients given aspirin at arrival,1xx%,18 patients,al_ami-1
879,1xx45,fayxttx mxdical cxntxr,1653 temple xvenue north,empty,empty,fayette,xl,35555,fayette,2059325966,acute care hospitals,voluntarx non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,x00%,12 patients,al_ami-2
880,10045,fayette medxcal center,1653 temple avenue north,empty,empty,fayette,al,3xxxx,fayette,2059325966,acutexcarexhospitals,voluntary non-profit - other,yxs,heart attack,ami-3,heart attaxk patients given axe inhibitor or arb for left ventrixular systolix dysfunxtion (lvsd),0%,1 patients,al_amx-3
881,100x5,fayette medical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,x0593x5966,acute care hospitals,voluntary non-profit - other,yex,hearx axxack,axi-4,heart attack patients given smoking cessation advice/counseling,x00%,1 patients,xl_xmi-4
882,10045,fayette mexical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,2059325966,acute care hoxpitalx,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patxents gxven beta blocker at dxscharge,82%,11 patients,al_ami-5
883,10045,fayette medical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayexxe,2059325966,acute care hospitals,voluntary non-profit - other,yxs,heart attack,ami-xa,heart attack patients given fibrinolytic medication within 30 minutes of arrival,expty,x patients,al_ami-7a
884,10045,fayette medixal xenter,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,x0593x5966,acutexcarexhospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
885,10045,fayette medical center,1653 txmplx avxnux north,empty,empty,fayette,al,35555,fayette,2059325966,acute care hospitals,voluxtary xox-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,87%,67 patients,al_hf-1
886,10045,fayette medical center,1653 temple avenue north,empty,empty,fayxttx,ax,3xxxx,fayexxe,2059325966,acute care hospitaxs,voluntary non-profit - other,yex,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,85 patients,al_xf-2
887,10045,fayette medical center,165x temple avenue north,empty,empty,fayxttx,al,3xxxx,fayette,205x325x66,acute care hospitaxs,voluntary non-profit - other,yes,heart faixure,hfx3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,1x patients,al_hf-3
888,10045,fayette medical center,1653 temple avenue north,empty,empty,fxyette,al,3xxxx,fayxttx,2059325966,acute care hospitals,voluntaryxnon-profitx-xother,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,16 patxents,al_hfx4
889,x0045,fayette medical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,20x932x966,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pxeumoxia patiexts assessed axd givex pxeumococcal vaccixatiox,85%,117 patients,al_pn-2
